Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.839188	20521	0	0	31083	51603	1	20521	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	90.507523	1064	0	0	2036432	2037495	21992	23042	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	91.509430	1055	0	0	1253665	1252611	21997	23048	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	93.945038	2147	0	0	994605	992459	54369	56515	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.983177	53505	0	0	125877	179381	74365	127869	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.989197	18503	0	0	179482	197984	127970	146472	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.857140	1008	0	0	940659	941666	146325	147332	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	94.279510	1377	0	0	2401029	2399653	146172	147551	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	93.836113	1379	0	0	738077	739455	146173	147551	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	93.695015	1362	0	0	587903	589264	148419	149782	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	93.457947	1283	0	0	362474	361192	148419	149702	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.421661	1902	0	0	202343	204244	152862	154763	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.178772	1047	0	0	204531	205577	155050	156123	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.682930	1270	0	0	531802	530533	155717	156987	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	98.197372	3273	0	0	206918	210190	157088	160359	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.821472	1601	0	0	311476	309876	157583	159183	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	97.747803	8073	0	0	212892	220964	161668	169748	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.938309	1621	0	0	221065	222685	168914	170534	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.792526	1446	0	0	222786	224231	170346	171791	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.959854	27397	0	0	224332	251728	171733	199130	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.974838	15896	0	0	256104	271999	200042	215937	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.946297	31654	0	0	272100	303753	216004	247657	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	93.007469	1473	0	0	1606458	1604986	247957	249426	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	98.086525	1202	0	0	306888	308089	250084	251284	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	91.954712	1678	0	0	308098	309775	251380	253057	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	91.906006	3829	0	0	210662	206834	251791	255619	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.072411	1601	0	0	309876	311476	253439	255040	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.564346	1049	0	0	206730	205682	255434	256482	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	91.655632	1510	0	0	311577	313086	255386	256895	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.934784	1104	0	0	205577	204474	256401	257504	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	97.992912	1694	0	0	313187	314880	256777	258468	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	95.072464	1380	0	0	544139	542760	279710	281089	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	93.298058	1132	0	0	743093	741962	279749	280880	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	95.238098	1218	0	0	2233514	2234731	279710	280927	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	93.682137	1013	0	0	740673	739661	282185	283196	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.965584	5811	0	0	314981	320791	283930	289740	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.264160	18889	0	0	320892	339780	289942	308830	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	97.997566	7391	0	0	339839	347229	308814	316204	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	99.165634	6472	0	0	351188	354050	319707	322670	0	100
Fxyl908_s00162|navis0018-hap0006	Fxyl563_s00107|navis0018-hap0006	92.950722	3205	0	0	1563653	1566857	321379	324547	0	100
